Original sample number,Handle,Site name,scientificName,order,superfamily*,family,subfamily*,genus,specificEpithet,scientificNameAuthorship,organismQuantity,lifeStage,sex,sexRatio*,males,females,males and females text,recordedBy,continent,waterBody,islandGroup,island,country,stateProvince,municipality,locality,verbatimLocality,geodeticDatum,decimalLatitude,decimalLongitude,verbatimElevation,typeLocality*,verbatimDepth,year,month,day,eventDate,habitat,substrate*,vegetation*,temperature*,pH*,conductivity*,salinity*,dissolved oxygen*,basisOfRecord,nameInPaper,bibliographicCitation,comments*
,EA000039,Okayama,"Cypretta seurati Gauthier, 1929",Podocopida,Cypridoidea,Cyprididae,Cyprettinae,Cypretta,seurati,"Gauthier, 1929",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1972,6,,1972/6/,rice field,,,,,,,,published record,"Cypretta seurati Gauthier, 1929","Okubo, I. 1973. Cypretta seurati Gauthier, 1929, from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 9, 1–6.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000040,Kaimon,"Chrissia vittata Okubo, 1974",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Chrissia,vittata,"Okubo, 1974",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Kyushu,Japan,Kagoshima Prefecture,Kaimon,,,,31.203318,130.534685,,,,1974,,,1974//,rice field,,,,,,,,published record,Chrissia vittata sp. nov.,"Okubo, I. 1974. Chrissia vittata sp. nov. from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 10, 1–9.",Rice fields. Locality data is approximate.
,EA000041,Kiire,"Chrissia vittata Okubo, 1974",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Chrissia,vittata,"Okubo, 1974",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Kyushu,Japan,Kagoshima Prefecture,Kiire,,,,31.371233,130.538966,,,,1974,,,1974//,rice field,,,,,,,,published record,Chrissia vittata sp. nov.,"Okubo, I. 1974. Chrissia vittata sp. nov. from Japan (Ostracoda, Cyprididae). Proceedings of the Japanese Society of Systematic Zoology, 10, 1–9.",Rice fields. Locality data is approximate.
,EA000042,Okayama,"Ilyocypris incus Smith et al., 2019",Podocopida,Cypridoidea,Ilyocyprididae,Ilyocypridinae,Ilyocypris,incus,"Smith et al., 2019",,,male | female,,,,males & females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1974,,,1974//,,,,,,,,,published record,"Ilyocypris angulata Sars, 1903","Okubo, I. 1974. Freshwater Ostracoda from Japan, XI. Ilyocypris angulata Sars, 1903. The Research Bulletin of Okayama Shujitsu Junior College, 4, 46–50.","No environmental data given, locality data is approx. mid point of prefecture as no specific data was given"
,EA000043,Hinase,"Cyprinotus setoensis Okubo, 1990",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Cyprinotus,setoensis,"Okubo, 1990",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,Hinase,,,,34.736015,134.277114,,,,1969,5,,1969/5/,rice field,,,,,,,,published record,"Cyprinotus kimberleyensis McKenzie, 1966","Okubo, I. 1974. Two species of the genus Cyprintous (Ostracoda, Cyprididae) from Japan. Researches on Crustacea, 6, 58–70.",Rice fields and swamps
,EA000044,Oita,"Cyprinotus cassidula Smith & Chang, 2020",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Cyprinotus,cassidula,"Smith & Chang, 2020",,,,,,,,"Okubo, Ichiro",Asia,,Japanese archipelago,Kyushu,Japan,Oita Prefecture,,,,,33.231100,131.606000,,,,1974,,,1974//,,,,,,,,,published record,"Cyprinotus uenoi Brehm, 1936","Okubo, I. 1974. Two species of the genus Cyprintous (Ostracoda, Cyprididae) from Japan. Researches on Crustacea, 6, 58–70.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000045,Okayama,"Cyprinotus cassidula Smith & Chang, 2020",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Cyprinotus,cassidula,"Smith & Chang, 2020",,,male | female,,,,males & females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1974,,,1974//,rice field,,,,,,,,published record,"Cyprinotus uenoi Brehm, 1936","Okubo, I. 1974. Two species of the genus Cyprintous (Ostracoda, Cyprididae) from Japan. Researches on Crustacea, 6, 58–70.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000046,Chirip Peninsula,"Cypridopsis kurilensis Schornikov, 1974",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Cypridopsis,kurilensis,"Schornikov, 1974",,,,,,,,"Schornikov, Eugen, I.",Asia,,Kuril Islands,"Etorofu
",Japan,Hokkaido,Nemuro,"Shana (Kitovaya)
",Chirip Peninsula,,45.337834,147.924989,,,,1974,,,1974//,,,,,,,,,published record,Cypridopsis kurilensis Schornikov sp. n.,"Schornikov, E. I. 1974. To the study of ostracods (Crustacea, Ostracoda) from the intertidal zone of the Kurile Islands. Sbornik Rabot, Institut Biologii Morya, Dalnevostochnyy Nauchnyy Tsentr, Akademiya Nauk SSSR, 1, 137–214.",Coordinates approximate.
,EA000047,Okayama Prefecture,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Okayama Prefecture,,,,,34.600000,133.966670,,,,1969,3,,1969/3/,rice field,,,,,,,,published record,"Stenocypris major (Baird, 1859)","Okubo, I. 1975. Stenocypris major (Baird, 1859) from Japan. Bulletin of the Biogeographical Society of Japan, 31, 1–6.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000048,Nagasaki Prefecture,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Kyushu,Japan,Nagasaki Prefecture,,,,,32.750000,129.866670,,,,1970,3,,1970/3/,rice field,,,,,,,,published record,"Stenocypris major (Baird, 1859)","Okubo, I. 1975. Stenocypris major (Baird, 1859) from Japan. Bulletin of the Biogeographical Society of Japan, 31, 1–6.",Rice fields. Locality data is approx. mid point of prefecture as no specific data was given
,EA000049,Sakura,"Candonocypris novaezelandiae  (Baird, 1843) ",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Candonocypris,novaezelandiae ,"(Baird, 1843) ",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Chiba Prefecture,Sakura,,Chiba Prefectural Freshwater Fisheries Experimental Station,,35.733330,140.216660,,,,1975,,,1975//,pond,,,,,,,,published record,"Candonocypris assimilis Sars, 1895","Okubo, I. 1975. Studies on Ostracoda in fishponds – I. Two species in fishponds of the Chiba Prefectural freshwater fisheries experimental station. Bulletin of the Japanese Society of Scientific Fisheries, 41 (2), 155–165.",Eel culture ponds
,EA000050,Shizuoka Prefecture,"Candonocypris novaezelandiae  (Baird, 1843) ",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Candonocypris,novaezelandiae ,"(Baird, 1843) ",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Shizuoka Prefecture,,,,,34.966670,138.383300,,,,1975,,,1975//,pond,,,,,,,,published record,"Candonocypris assimilis Sars, 1895","Okubo, I. 1975. Studies on Ostracoda in fishponds – I. Two species in fishponds of the Chiba Prefectural freshwater fisheries experimental station. Bulletin of the Japanese Society of Scientific Fisheries, 41 (2), 155–165.",Locality data is approx. mid point of prefecture as no specific data was given.  Eel culture ponds
,EA000051,Sakura,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Chiba Prefecture,Sakura,,Chiba Prefectural Freshwater Fisheries Experimental Station,,35.733330,140.216660,,,,1975,,,1975//,pond,,,,,,,,published record,"Heterocypris incongruens (Ramdohr, 1808) subsp. attenuata (Gauthier, 1938)","Okubo, I. 1975. Studies on Ostracoda in fishponds – I. Two species in fishponds of the Chiba Prefectural freshwater fisheries experimental station. Bulletin of the Japanese Society of Scientific Fisheries, 41 (2), 155–165.",Eel culture ponds
,EA000052,Sakura,"Potamocypris mastigophora (Methuen, 1910) ",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Potamocypris,mastigophora,"(Methuen, 1910) ",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Chiba Prefecture,Sakura,,Chiba Prefectural Freshwater Fisheries Experimental Station,,35.733330,140.216660,,,,1973,09,07,1973/09/07,,,,,,,,,published record,"Potamocypis producta (Sars, 1924)","Okubo, I. 1976. Potamocypris producta (Sars, 1924) from Japan. Researches on Crustacea, 7, 52-56.",
,EA000053,Shizuoka Prefecture,"Potamocypris mastigophora (Methuen, 1910) ",Podocopida,Cypridoidea,Cyprididae,Cypridopsinae,Potamocypris,mastigophora,"(Methuen, 1910) ",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Honshu,Japan,Shizuoka Prefecture,,,,,34.966670,138.383300,,,,1976,,,1976//,,,,,,,,,published record,"Potamocypis producta (Sars, 1924)","Okubo, I. 1976. Potamocypris producta (Sars, 1924) from Japan. Researches on Crustacea, 7, 52-56.",Locality data is approx. mid point of prefecture as no specific data was given
3.1.1,EA000054,Dyuyodya,"Fabaeformiscandona obtusa (Bronstein, 1947)",Podocopida,Cypridoidea,Candonidae,Candoninae,Fabaeformiscandona,obtusa,"(Bronstein, 1947)",13,adult,male | female,7.6,1,12,1 male & 12 females,"Pietrzeniuk, Erika",Asia,Dyuyodya,,,Russia,Sakha Republic,Yakutsk,,Dyuyodya not far from the shepherds' base on the Tabaginsk high bank,,61.791523,129.615821,,,,1974,07,10,1974/07/10,lake,,,,,,,,published record,"Candona rawsoni Tressler, 1957","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",The Dyuyodya is a thermal karst lake in the early stages of its development. Coordinates approximate.
3.1.1,EA000054,Dyuyodya,"Limnocythere inopinata (Baird, 1843)",Podocopida,Cytheroidea,Limnocytheridae,Limnocytherinae,Limnocythere,inopinata,"(Baird, 1843)",1,adult,female,,,,1 female,"Pietrzeniuk, Erika",Asia,Dyuyodya,,,Russia,Sakha Republic,Yakutsk,,Dyuyodya not far from the shepherds' base on the Tabaginsk high bank,,61.791523,129.615821,,,,1974,07,10,1974/07/10,lake,,,,,,,,published record,"Limnocythere inopinata (Baird, 1843)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",The Dyuyodya is a thermal karst lake in the early stages of its development. Coordinates approximate.
3.1.1,EA000054,Dyuyodya,"Pseudocandona compressa (Koch, 1838)",Podocopida,Cypridoidea,Candonidae,Candoninae,Pseudocandona,compressa,"(Koch, 1838)",1,adult,female,,,,1 female,"Pietrzeniuk, Erika",Asia,Dyuyodya,,,Russia,Sakha Republic,Yakutsk,,Dyuyodya not far from the shepherds' base on the Tabaginsk high bank,,61.791523,129.615821,,,,1974,07,10,1974/07/10,lake,,,,,,,,published record,"Candona compressa (Koch, 1838)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",The Dyuyodya is a thermal karst lake in the early stages of its development. Coordinates approximate.
3.1.2,EA000055,Tympa,"Cypris triaculeata Daday, 1892",Podocopida,Cypridoidea,Cyprididae,Cypridinae,Cypris,triaculeata,"Daday, 1892",,adult,,,,,,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Tympa east of the Pokrovsk tract, 29 km south of Yakutsk",,61.730357,129.502489,,,,1974,07,10,1974/07/10,lake,,,,,,,,published record,"Cypris pubera O. F. Müller, 1776","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Thermokarst lake. Coordinates approximate.
3.1.3,EA000056,Tympa,"Candona muelleri jakutica Pietrzeniuk, 1977",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,muelleri jakutica,"Pietrzeniuk, 1977",43,adult,male | female,44,19,24,19 males & 24 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Tympa east of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,,mud,,,,,,,published record,Candona muelleri jakutica ssp. n.,"Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Habitat not clear. Coordinates approximate.
3.1.3,EA000056,Tympa,"Candona weltneri Hartwig, 1899 ",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,weltneri,"Hartwig, 1899 ",83,adult,male | female,46,38,45,38 males & 45 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Tympa east of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,,mud,,,,,,,published record,"Candona weltneri Hartwig, 1899 ","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Habitat not clear. Coordinates approximate.
3.1.4,EA000057,Alass,"Cyclocypris laevis (O. F. Müller, 1776)",Podocopida,Cypridoidea,Candonidae,Cyclocypridinae,Cyclocypris,laevis,"(O. F. Müller, 1776)",75,adult,male | female,46,35,40,35 males & 40 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Alass west of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,lake,,emergent macrophytes,,,,,,published record,"Cyclocypris laevis (O. F. Müller, 1776)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Reed belt of a lake and an adjacent grassy bank. Coordinates approximate.
3.1.4,EA000057,Alass,"Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",1,adult,female,,,,1 female,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Alass west of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,lake,,emergent macrophytes,,,,,,published record,"Dolerocypris fasciata (O. F. Müller, 1776)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Reed belt of a lake and an adjacent grassy bank. Coordinates approximate.
3.1.4,EA000057,Alass,"Fabaeformiscandona fabaeformis (Fischer, 1851)",Podocopida,Cypridoidea,Candonidae,Candoninae,Fabaeformiscandona,fabaeformis,"(Fischer, 1851)",2,adult,male | female,50,1,1,1 male & 1 female,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Alass west of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,lake,,emergent macrophytes,,,,,,published record,"Candona fabaeformis (Fischer, 1851)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Reed belt of a lake and an adjacent grassy bank. Coordinates approximate.
3.1.4,EA000057,Alass,"Fabaeformiscandona hyalina (Brady & Robertson, 1870)",Podocopida,Cypridoidea,Candonidae,Candoninae,Fabaeformiscandona,hyalina,"(Brady & Robertson, 1870)",2,adult,male | female,50,1,1,1 male & 1 female,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Alass west of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,lake,,emergent macrophytes,,,,,,published record,"Candona hyalina Brady & Robertson, 1870","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Reed belt of a lake and an adjacent grassy bank. Coordinates approximate.
3.1.4,EA000057,Alass,"Physocypria kraepelini G. W. Müller, 1903",Podocopida,Cypridoidea,Candonidae,Cyclocypridinae,Physocypria,kraepelini,"G. W. Müller, 1903",8,adult,male | female,37.5,3,5,3 males & 5 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Alass west of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,lake,,emergent macrophytes,,,,,,published record,Physocypris fadeewi subsp. A,"Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Reed belt of a lake and an adjacent grassy bank. Coordinates approximate.
3.1.4,EA000057,Alass,"Pseudocandona compressa (Koch, 1838)",Podocopida,Cypridoidea,Candonidae,Candoninae,Pseudocandona,compressa,"(Koch, 1838)",60,adult,male | female,20,12,48,12 males & 48 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Khangalassky District,,"Alass west of the Pokrovsk tract, 30 km south of Yakutsk",,61.724982,129.487347,,,,1974,07,10,1974/07/10,lake,,emergent macrophytes,,,,,,published record,"Candona compressa (Koch, 1838)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Reed belt of a lake and an adjacent grassy bank. Coordinates approximate.
3.2.1,EA000058,Lena island Tyt-Ary near Batamaj,"Candona candida (O. F. Müller, 1776)",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,candida,"(O. F. Müller, 1776)",50,adult,female,,,,50 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Kobyaysky District,Batamay,Backwater on the Lena island Tyt-Ary near Batamaj,,63.510217,129.445136,,,,1974,07,20,1974/07/20,pond,,submergent macrophytes,,,,,,published record,"Candona candida (O. F. Müller, 1776)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Coordinates approximate.
3.2.1,EA000058,Lena island Tyt-Ary near Batamaj,"Candona muelleri jakutica Pietrzeniuk, 1977",Podocopida,Cypridoidea,Candonidae,Candoninae,Candona,muelleri jakutica,"Pietrzeniuk, 1977",8,adult,male | female,12.5,1,7,1 male & 7 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Kobyaysky District,Batamay,Backwater on the Lena island Tyt-Ary near Batamaj,,63.510217,129.445136,,,,1974,07,20,1974/07/20,pond,,submergent macrophytes,,,,,,published record,Candona muelleri jakutica ssp. n.,"Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Coordinates approximate.
3.2.1,EA000058,Lena island Tyt-Ary near Batamaj,"Cyclocypris laevis (O. F. Müller, 1776)",Podocopida,Cypridoidea,Candonidae,Cyclocypridinae,Cyclocypris,laevis,"(O. F. Müller, 1776)",32,adult,male | female,,,,males & females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Kobyaysky District,Batamay,Backwater on the Lena island Tyt-Ary near Batamaj,,63.510217,129.445136,,,,1974,07,20,1974/07/20,pond,,submergent macrophytes,,,,,,published record,"Cyclocypris laevis (O. F. Müller, 1776)","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Coordinates approximate.
3.2.1,EA000058,Lena island Tyt-Ary near Batamaj,"Cyclocypris ovum (Jurine, 1820)",Podocopida,Cypridoidea,Candonidae,Cyclocypridinae,Cyclocypris,ovum,"(Jurine, 1820)",65,adult,male | female,,,,males & females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Kobyaysky District,Batamay,Backwater on the Lena island Tyt-Ary near Batamaj,,63.510217,129.445136,,,,1974,07,20,1974/07/20,pond,,submergent macrophytes,,,,,,published record,Cyclocypris ovum,"Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Coordinates approximate.
